Awscenter BMKG;;;;;;;;;;;;;;;;;;;;;;;;;
ID Stasiun;Nama Stasiun;Lat;Lng;Elevasi;Tanggal;rr;ws_avg;ws_max;wd_avg;tt_air_max;tt_air_avg;tt_air_min;rh_avg;pp_air;sr_avg;sr_max;nr;wl;tt_sea;tt_pan;ws_50cm;wl_pan;ev_pan;konduktivitas;ph_sea
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 20:54;10.6;0;0;0;25.5;25.4;25.3;98.3;1009.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 20:55;10.8;0;0;0;25.4;25.4;25.4;98.4;1009.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 20:56;10.8;0;0;0;25.5;25.3;25.3;98.3;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 20:57;10.8;0;0;0;25.4;25.4;25.3;98.4;1009.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 20:58;10.8;0;0;0;25.4;25.4;25.4;98.5;1009.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 20:59;11;0.9;0.9;114;25.4;25.4;25.3;98.5;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:00;11;0.7;0.9;129;25.4;25.4;25.3;98.4;1009.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:01;11;0.5;0.9;136;25.5;25.5;25.4;98.5;1009.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:02;11;0;0.8;0;25.5;25.4;25.4;98.5;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:03;11.2;0;0.6;0;25.5;25.4;25.4;98.5;1009;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:04;11.2;1;1;120;25.5;25.4;25.4;98.4;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:05;11.2;0;1.4;0;25.4;25.3;25.3;98.4;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:06;11.4;1;1.4;81;25.4;25.3;25.3;98.5;1008.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:07;11.4;1.3;1.7;124;25.4;25.3;25.2;98.4;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:08;11.4;1.5;1.5;89;25.3;25.2;25.2;98.4;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:09;11.4;0.7;1.3;120;25.2;25.2;25;98.3;1009;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:10;11.6;1.7;1.8;127;25.2;25.2;25.2;98.3;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:11;11.6;1.3;1.7;161;25.3;25.2;25.1;98.2;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:12;11.6;0;0.5;0;25.3;25.2;25.2;98;1009.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:13;11.6;0;0;0;25.2;25.2;25.1;98;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:14;11.8;0.9;1;148;25.2;25.2;25.2;97.8;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:15;11.8;0;1.3;0;25.2;25.2;25.2;97.8;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:16;11.8;0;0.9;0;25.3;25.2;25.2;97.7;1009.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:17;11.8;1.3;1.6;99;25.3;25.2;25.2;97.7;1009;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:18;12;0.4;1.4;81;25.3;25.2;25.2;97.7;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:19;12;0;1.1;0;25.2;25.2;25.2;97.6;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:20;12;0.5;1.3;79;25.3;25.2;25.2;97.6;1009;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:21;12;0;1.1;0;25.3;25.2;25.2;97.4;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:22;12.2;0;0;0;25.3;25.2;25.1;97.4;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:23;12.2;0.3;0.3;138;25.3;25.3;25.2;97.4;1009.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:24;12.2;0;0.5;0;25.3;25.2;25.2;97.2;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:25;12.2;0;0;0;25.3;25.2;25.2;97.1;1009.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:26;12.2;0;0;0;25.3;25.2;25.2;97.1;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:27;12.4;0.4;0.4;142;25.3;25.3;25.2;97;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:28;12.4;0;0.4;0;25.3;25.3;25.2;96.9;1009;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:29;12.4;0.3;0.7;117;25.3;25.3;25.2;96.8;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:30;12.4;0.9;1;132;25.4;25.4;25.3;96.8;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:31;12.4;0;1;0;25.4;25.3;25.3;96.6;1009;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:32;12.4;0;0;0;25.4;25.3;25.3;96.4;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:33;12.6;0;0;0;25.4;25.4;25.3;96.2;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:34;12.6;0;0;0;25.5;25.4;25.4;96.1;1009.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:35;12.6;0;0;0;25.5;25.5;25.4;96;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:36;12.6;0.8;0.8;310;25.6;25.6;25.5;95.8;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:37;12.6;1.2;1.5;304;25.6;25.5;25.5;95.5;1009.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:38;12.6;1.9;2.4;319;25.6;25.6;25.5;95.1;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:39;12.8;1.6;2;279;25.7;25.6;25.6;94.9;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:40;12.8;1.4;1.7;286;25.7;25.7;25.6;94.6;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:41;12.8;1;2.2;282;25.8;25.8;25.7;94.5;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:42;12.8;1.3;2.8;292;25.7;25.7;25.7;94.4;1009.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:43;12.8;0;1.6;0;25.8;25.8;25.7;94.3;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:44;12.8;0;0;0;25.9;25.8;25.7;94.4;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:45;13;0;1;0;25.9;25.8;25.8;94.3;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:46;13;0.4;0.7;194;25.9;25.8;25.8;94.4;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:47;13;0.7;1;184;25.9;25.8;25.8;94.3;1010;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:48;13;1;1.2;135;25.9;25.9;25.8;94.5;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:49;13;1;1;119;25.8;25.8;25.8;94.4;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:50;13;0;0.5;0;25.8;25.8;25.8;94.7;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:51;13;0;0;0;25.8;25.8;25.8;94.8;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:52;13.2;0;0;0;25.9;25.8;25.8;94.9;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:53;13.2;0.3;0.3;221;25.9;25.8;25.8;94.9;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:54;13.2;0;0;0;25.8;25.8;25.7;94.9;1010.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:55;13.2;0;0;0;25.8;25.7;25.7;94.9;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:56;13.2;0;0;0;25.8;25.6;25.6;95;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:57;13.2;0;0;0;25.7;25.6;25.6;95;1010.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:58;13.4;0;0;0;25.7;25.7;25.6;95.2;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 21:59;13.4;0;0;0;25.7;25.6;25.6;95.4;1009.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:00;13.4;0;0;0;25.7;25.6;25.6;95.5;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:01;13.4;0;0;0;25.7;25.6;25.5;95.4;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:02;13.4;0;0;0;25.6;25.6;25.5;95.4;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:03;13.4;0;0;0;25.6;25.5;25.5;95.4;1010.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:04;13.6;0;0;0;25.6;25.6;25.5;95.6;1009.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:05;13.6;0;0.3;0;25.7;25.6;25.5;95.7;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:06;13.6;0;0;0;25.7;25.6;25.6;95.7;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:07;13.6;0;0;0;25.7;25.6;25.6;95.8;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:08;13.6;0;0;0;25.6;25.6;25.6;95.8;1010.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:09;13.6;0;0;0;25.7;25.6;25.6;95.9;1010;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:10;13.6;0;0;0;25.7;25.6;25.6;96;1009.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:11;13.8;0;0;0;25.7;25.6;25.6;95.9;1010.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:12;13.8;0;0;0;25.7;25.7;25.6;96;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:13;13.8;0;0;0;25.8;25.7;25.7;96.1;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:14;13.8;0.5;0.5;101;25.8;25.6;25.6;96;1010.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:15;13.8;0;0.3;0;25.7;25.6;25.6;96.1;1009.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:16;13.8;0;0;0;25.7;25.7;25.6;96.2;1010;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:17;13.8;0;0;0;25.7;25.7;25.7;96.2;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:18;14;0;0;0;25.8;25.7;25.7;96.3;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:19;14;0;0;0;25.8;25.7;25.7;96.2;1010.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:20;14;0;0;0;25.8;25.8;25.7;96.3;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:21;14;0;0;0;25.8;25.8;25.7;96.4;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:22;14;0;0;0;25.8;25.7;25.7;96.3;1010.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:23;14;0;0;0;25.8;25.7;25.7;96.5;1010.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:24;14;0;0;0;25.8;25.7;25.7;96.5;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:25;14.2;0;0;0;25.8;25.7;25.7;96.5;1010.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:26;14.2;0;0.7;0;25.7;25.7;25.6;96.4;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:27;14.2;0;0.7;0;25.7;25.7;25.6;96.4;1010.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:28;14.2;0.5;1;7;25.8;25.7;25.6;96.5;1010.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:29;14.2;0;0.3;0;25.8;25.7;25.7;96.3;1010;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:30;14.2;0;0;0;25.8;25.7;25.7;96.3;1010.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:31;14.2;0;0;0;25.8;25.8;25.7;96.3;1010.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:32;14.2;0;0;0;25.8;25.7;25.7;96.3;1010;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:33;14.4;0;0.3;0;25.8;25.7;25.7;96.3;1010.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:34;14.4;0.5;0.7;324;25.8;25.7;25.7;96.3;1010.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:35;14.4;0;0;0;25.8;25.8;25.7;96.3;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:36;14.4;0.4;0.4;276;25.8;25.8;25.7;96.4;1010.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:37;14.4;0.5;0.5;293;25.8;25.8;25.8;96.5;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:38;14.4;1.3;1.6;293;25.9;25.9;25.8;96.5;1010.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:39;14.4;1.3;1.3;293;25.9;25.9;25.9;96.5;1010.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:40;14.6;2.1;2.4;272;25.9;25.9;25.9;96.5;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:41;14.6;2.1;2.1;317;26;25.9;25.9;96.4;1010.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:42;14.6;2.8;2.8;279;26;26;25.9;96.4;1010.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:43;14.6;2.9;2.9;298;26;26;26;96.4;1010.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:44;14.6;1.3;4.1;235;26.1;25.9;25.9;95.9;1010.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:45;14.6;4.9;5.7;301;25.9;25.6;25.6;95;1010.8;0;1.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:46;14.6;1.9;3.8;331;25.6;25.5;25.5;94.4;1010.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:47;14.6;2.9;3.6;299;25.6;25.6;25.6;94.2;1011.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:48;14.8;3.1;4.9;268;25.7;25.4;25.4;93.5;1011;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:49;14.8;2.9;3.9;318;25.4;25.2;25.2;92.6;1010.8;1.9;1.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:50;14.8;4.7;4.7;311;25.2;25.1;25;91.2;1011.3;0;1.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:51;14.8;2.2;4;299;25;25;25;90.5;1010.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:52;14.8;2.8;4;340;25.1;25.1;25;89.9;1011.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:53;14.8;1.5;2.4;330;25.1;25;25;89.4;1011.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:54;14.8;2;2.2;300;25.1;25;25;88.6;1010.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:55;15;1.8;2;303;25.1;25;25;87.4;1011.1;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:56;15;2;2.7;334;25;25;25;87;1011.6;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:57;15;1.6;2.8;295;25;25;24.9;86.9;1010.7;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:58;15;3.1;3.1;282;25;24.9;24.9;87.1;1011.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 22:59;15;1;2.5;306;24.9;24.7;24.7;87.4;1011.4;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:00;15;2.3;2.5;289;24.8;24.7;24.7;88.3;1010.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:01;15;1.2;2.7;322;24.8;24.7;24.7;89;1011.6;1.9;1.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:02;15;0.3;0.7;304;24.8;24.6;24.6;89.4;1011.2;3.7;3.7;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:03;15;1;1.5;321;24.7;24.7;24.6;89.8;1011.1;3.7;3.7;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:04;15.2;0;1;0;24.7;24.6;24.6;90.3;1011.3;3.7;3.7;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:05;15.2;1.1;1.2;276;24.6;24.6;24.6;90.7;1010.8;3.7;3.7;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:06;15.2;1.6;1.8;316;24.6;24.5;24.5;91;1011;7.4;7.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:07;15.2;1.7;2.2;209;24.6;24.5;24.4;91;1011.4;7.4;7.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:08;15.2;1.8;1.9;298;24.5;24.4;24.4;91;1010.6;7.4;7.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:09;15.2;0.9;2.5;261;24.5;24.5;24.3;91;1011.2;7.4;7.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:10;15.2;0;1;0;24.6;24.5;24.4;91.1;1011.2;7.4;7.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:11;15.2;1.6;1.6;294;24.6;24.5;24.5;91;1010.8;7.4;7.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:12;15.2;1;1.4;0;24.5;24.5;24.4;90.9;1011.3;7.4;9.3;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:13;15.2;0;0.9;0;24.5;24.4;24.4;90.9;1011;11.1;11.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:14;15.4;1.8;1.8;298;24.5;24.5;24.4;91.1;1010.7;11.1;11.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:15;15.4;1;1.4;331;24.6;24.6;24.5;91.5;1011.5;11.1;11.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:16;15.4;0.3;1.2;309;24.6;24.5;24.5;91.7;1011.1;11.1;11.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:17;15.4;1.8;1.8;315;24.6;24.6;24.5;91.9;1011;11.1;11.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:18;15.4;2.1;2.5;296;24.6;24.5;24.5;92;1011.6;11.1;11.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:19;15.4;1.4;2.1;300;24.5;24.5;24.5;91.8;1011.1;11.1;11.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 23:20;15.4;1.4;2;308;24.6;24.5;24.5;91.7;1011.7;9.3;11.1;;;;;;;;;
